@relation auml_eml_1_d

@attribute F4_plsa_topic_1 numeric
@attribute F4_plsa_topic_2 numeric
@attribute F4_plsa_topic_3 numeric
@attribute F4_plsa_topic_4 numeric
@attribute F4_plsa_topic_5 numeric
@attribute F4_plsa_topic_6 numeric
@attribute F4_plsa_topic_7 numeric
@attribute F4_plsa_topic_8 numeric
@attribute F4_plsa_topic_9 numeric
@attribute F4_plsa_topic_10 numeric
@attribute class numeric

@data
0,0.211178,0.005556,0.081377,0.057551,0.006993,0.064602,0.082818,0.366278,0.123648,0
0.067955,0.296173,0.053708,0.216072,0.057433,0.034723,0.06788,0.096326,0.057638,0.052093,0
0.01659,0.042826,0.08495,0.10027,0.095627,0.019454,0.54576,0.065359,0.012814,0.01635,0
0.082643,0.18646,0.074802,0.224698,0.070568,0.032134,0.082902,0.093307,0.107642,0.044843,0
0.100162,0.176632,0.086536,0.267594,0.043924,0.059181,0.05747,0.079671,0.080433,0.048395,0
0.315325,0.082714,0.034489,0.061397,0.114166,0.028789,0.049406,0.241856,0.045752,0.026106,0
0.214148,0.195347,0.193662,0.135186,0.008855,0.006082,0.062182,0.073833,0.099514,0.01119,0
0.291614,0.15157,0.046952,0.048126,0.086311,0.016524,0.076143,0.17618,0.055633,0.050947,0
0.05757,0.059165,0.014097,0.730993,0.012332,0.013655,0.026795,0.046255,0.025142,0.013996,0
0.006291,0.028652,0.364952,0.034059,0.017195,0.0294,0.027706,0.01478,0.028058,0.448906,1
0.027097,0.0778,0.117102,0.041842,0.041024,0.038389,0.477936,0.043036,0.074688,0.061086,0
0.008102,0.281398,0.108683,0.163252,0.090089,0.04226,0.049954,0.071921,0.095601,0.088741,0
0.077398,0.289417,0.071492,0.188097,0.080271,0.035791,0.081669,0.075497,0.062156,0.038212,0
0.015899,0.016685,0.137757,0.073821,0.015513,0.645954,0.011409,0.05332,0.019121,0.010521,0
0.020425,0.21095,0.369318,0.062049,0.026675,0.088413,0.037788,0.037066,0.109779,0.037537,1
0.021741,0.064635,0.157254,0.076449,0.097044,0.072462,0.036274,0.038988,0.065701,0.369452,0
0.223519,0.108762,0.02465,0.034536,0.113188,0.026111,0.04594,0.331163,0.073502,0.018629,0
0.036726,0.518931,0.050107,0.130621,0.032056,0.021494,0.055983,0.065479,0.060013,0.02859,0
0.000316,0.057376,0.211114,0.041978,0.020075,0.141652,0.033144,0.024128,0.410599,0.059619,1
0.041248,0.199964,0.044681,0.311997,0.043695,0.046126,0.070183,0.093087,0.101939,0.04708,0
0.00409,0.037696,0.153373,0.023803,0.078892,0.52241,0.040693,0.017197,0.054341,0.067505,0
0.025761,0.071878,0.106536,0.049675,0.039912,0.045187,0.040199,0.047153,0.043236,0.530462,0
0.015899,0.016685,0.137757,0.073821,0.015513,0.645954,0.011409,0.05332,0.019121,0.010521,0
0.018201,0.175429,0.080125,0.041526,0.033516,0.020343,0.038552,0.045468,0.031846,0.514995,0
0.075075,0.109407,0.023457,0.188074,0.080109,0.076301,0.169944,0.101844,0.056744,0.119047,0
0.102524,0.204917,0.029744,0.122586,0.071892,0.007233,0.237786,0.130984,0.068277,0.024058,0
0.038616,0.303916,0.024258,0.073913,0.223759,0.095176,0.037265,0.107778,0.057893,0.037428,0
0.036897,0.045325,0.444892,0.054232,0.097362,0.13006,0.031466,0.066995,0.057622,0.035148,0
0.057649,0.205792,0.086758,0.183105,0.079298,0.081573,0.094634,0.095591,0.077352,0.038248,0
0.046047,0.174599,0.044716,0.161255,0.048652,0.11498,0.09168,0.154828,0.058022,0.105222,0
0.067601,0.168887,0.099387,0.320255,0.069493,0.042981,0.058438,0.067243,0.072476,0.033239,0
0.050638,0.055301,0.124186,0.234835,0.100257,0.023821,0.069374,0.166623,0.133879,0.041084,0
0.167521,0.205008,0.068565,0.12678,0.06706,0.037683,0.07227,0.097057,0.107275,0.050782,0
0,0.107669,0.236226,0.151656,0.013906,0,0.062757,0.248765,0.14098,0.038042,0
0.015899,0.016685,0.137757,0.073821,0.015513,0.645954,0.011409,0.05332,0.019121,0.010521,0
0.010477,0.046573,0.039305,0.029949,0.144315,0.116967,0.023194,0.023786,0.032413,0.533021,0
0.466121,0.103067,0.022119,0.090024,0.015778,0.011911,0.067336,0.149552,0.025897,0.048195,0
0.036409,0.284123,0.046497,0.21972,0.044888,0.038148,0.081578,0.089362,0.115242,0.044034,0
0.053575,0.304109,0.145112,0.129837,0.053505,0.043409,0.063663,0.095511,0.064435,0.046845,0
0.06237,0.205941,0.014625,0.011576,0.47512,0.012521,0.10379,0.033742,0.038455,0.04186,0
0.024608,0.38581,0.156283,0.06962,0.10296,0.03459,0.029215,0.037792,0.05245,0.106673,0
0.026669,0.224921,0.023486,0.09933,0.104737,0.077256,0.104192,0.16735,0.138904,0.033157,0
0.425457,0.10425,0.03202,0.086256,0.042931,0.018796,0.062514,0.143623,0.03878,0.045374,0
0.391028,0.031898,0.052575,0.062219,0.011977,0.004925,0.161702,0.130866,0.012491,0.140318,0
0,0.030715,0.053622,0.054246,0.066637,0.464427,0.05456,0.05141,0.105593,0.11879,0
0.003044,0.063301,0.129932,0.023399,0.078946,0.525767,0.023657,0.014139,0.047762,0.090053,0
0.042924,0.12313,0.071737,0.115331,0.096243,0.012556,0.067401,0.341229,0.056965,0.072483,0
0.025761,0.071878,0.106536,0.049675,0.039912,0.045187,0.040199,0.047153,0.043236,0.530462,0
0.03932,0.099635,0.260582,0.219282,0.060111,0.019251,0.047739,0.040725,0.061108,0.152246,1
0.010712,0.042766,0.040643,0.030632,0.135822,0.10791,0.024299,0.024443,0.033308,0.549465,0
0.126365,0.187705,0.06392,0.121299,0.110756,0.042868,0.078088,0.170037,0.042191,0.056771,0
0.41814,0.050232,0.029398,0.050589,0.017474,0.008869,0.05958,0.324618,0.022046,0.019054,0
0.006295,0.126785,0.471274,0.060444,0.057182,0.060148,0.027617,0.113487,0.066577,0.010191,1
0.029232,0.137563,0.08988,0.055774,0.079391,0.019152,0.038063,0.075177,0.084082,0.391685,0
0.323759,0.186188,0.011255,0.064127,0.035526,0.013106,0.162956,0.05508,0.115602,0.0324,0
0.031539,0.207546,0.055052,0.209736,0.045278,0.098974,0.091703,0.107351,0.112276,0.040544,0
0.070553,0.101594,0.025041,0.059077,0.017904,0.004613,0.407648,0.063781,0.113309,0.136479,0
0.115424,0.38668,0.041441,0.126367,0.040123,0.061743,0.032568,0.142377,0.023,0.030275,0
0.069678,0.165455,0.054132,0.176644,0.077826,0.061845,0.061708,0.070429,0.052757,0.209526,0
0.006848,0.261066,0.022517,0.345427,0.029037,0.136545,0.040588,0.014163,0.066265,0.077542,0
0.076488,0.260169,0.051423,0.256607,0.040758,0.035627,0.076198,0.089508,0.077606,0.035615,0
0.000316,0.057376,0.211114,0.041978,0.020075,0.141652,0.033144,0.024128,0.410599,0.059619,1
0.025454,0.102932,0.081361,0.031878,0.030536,0.02266,0.051789,0.047128,0.104316,0.501946,0
0.038422,0.150119,0.08687,0.229188,0.075826,0.125287,0.07057,0.062972,0.119472,0.041274,0
0.050084,0.194576,0.059613,0.236332,0.063124,0.063151,0.096727,0.111009,0.083407,0.041978,0
0.054286,0.195005,0.058636,0.349471,0.04265,0.036611,0.063582,0.085751,0.089093,0.024915,0
0.018495,0.038855,0.537136,0.035888,0.053994,0.050819,0.046909,0.026851,0.125342,0.065709,1
0.615788,0.090453,0,0.06146,0.006727,0.075375,0.07709,0.027252,0.00205,0.043805,0
0.43906,0.152991,0.030777,0.067255,0.036335,0.009608,0.064789,0.158407,0.028086,0.012692,0
0.349988,0.162695,0,0.149806,0.046986,0.004824,0.057207,0.131041,0.074433,0.023021,0
0.067023,0.27603,0.095361,0.111651,0.15247,0.016017,0.08631,0.068475,0.074456,0.052206,0
0.00726,0.067468,0.076138,0.075568,0.232729,0.018026,0.380575,0.086142,0.040561,0.015533,0
0.028157,0.029549,0.001145,0.130732,0.007238,0.721445,0.020205,0.009035,0.033862,0.018632,0
0.078999,0.19469,0.051982,0.168401,0.039288,0.031872,0.066633,0.096429,0.226527,0.045178,0
0.100445,0.21367,0.018271,0.464616,0.025495,0.011078,0.043257,0.05942,0.045884,0.017863,0
0.232748,0.194234,0.083863,0.112512,0.026369,0.031458,0.096963,0.102306,0.042154,0.077393,0
0.061536,0.134713,0.152987,0.067756,0.055134,0.038806,0.115278,0.179535,0.152644,0.041612,0
0.06318,0.221128,0.045763,0.238041,0.060613,0.052432,0.086259,0.123105,0.066457,0.043021,0
0.100441,0.037682,0.454142,0.01039,0.110104,0.029098,0.065009,0.114462,0.022347,0.056324,0
0.103084,0.090677,0.0776,0.225103,0.025565,0.106958,0.042675,0.117318,0.050403,0.160616,0
0.068531,0.13803,0.068272,0.07829,0.080888,0.051591,0.035121,0.044862,0.037666,0.396748,0
0.014308,0.048592,0.580423,0.051511,0.026614,0.030535,0.030095,0.134849,0.055319,0.027755,1
0.03622,0.170516,0.007271,0.182642,0.014235,0.084083,0.040298,0.051826,0.405262,0.007648,0
0.025454,0.102932,0.081361,0.031878,0.030536,0.02266,0.051789,0.047128,0.104316,0.501946,0
0.354723,0.118595,0.041418,0.041824,0.245108,0.040495,0.037252,0.04585,0.025337,0.049399,0
0.406482,0.03533,0.259054,0.015176,0.074357,0.01784,0.051938,0.05032,0.043792,0.045711,0
0.019711,0.112951,0.084666,0.131602,0.275341,0.067406,0.066362,0.090546,0.107319,0.044096,0
0.008501,0.051759,0.069649,0.041504,0.296713,0.40465,0.021805,0.025668,0.059538,0.020213,0
0.428643,0.069057,0.031812,0.082041,0.012238,0.006449,0.234205,0.057425,0.025066,0.053062,0
0,0.251024,0.334799,0.047539,0.023815,0.0859,0.008246,0.024832,0.081551,0.142295,0
0.045621,0.200429,0.069958,0.044708,0.084191,0.040058,0.326696,0.145087,0.021587,0.021665,0
0,0.074967,0.261058,0.020733,0.348506,0.101049,0.062471,0.044817,0.060128,0.026272,0
0.094498,0.099265,0.025757,0.126329,0.058963,0.057143,0.120038,0.349544,0.04023,0.028233,0
0.167609,0.081369,0.017903,0.109314,0.101694,0.021381,0.226232,0.163691,0.074086,0.036721,0
0.060672,0.158905,0.079399,0.125161,0.08583,0.067677,0.127503,0.170378,0.091115,0.033361,0
0.172993,0.174622,0.047972,0.216252,0.062171,0.065706,0.05426,0.087809,0.068019,0.050195,0
0.067179,0.217358,0.009183,0.178239,0.03739,0.109058,0.068373,0.23809,0.062756,0.012375,0
0.072021,0.212975,0.041079,0.180623,0.048888,0.035536,0.072445,0.235204,0.064824,0.036406,0
0.04164,0.150399,0.076682,0.112243,0.202702,0.062068,0.07012,0.203429,0.048924,0.031793,0
0.083388,0.073517,0.031961,0.094244,0.090757,0.09952,0.2271,0.100288,0.131737,0.067489,0
0.010541,0.046264,0.603393,0.046217,0.059484,0.057266,0.027283,0.044122,0.075948,0.029482,1
0.265503,0.17397,0.097941,0.113095,0.011231,0.029592,0.196185,0.052665,0.041404,0.018413,0
0.050607,0.120029,0.047489,0.157657,0.313841,0.049907,0.073171,0.106808,0.053899,0.026591,0
0.008082,0.146047,0.571338,0.058464,0.031933,0.031816,0.020569,0.018146,0.097372,0.016232,1
0.436559,0.122473,0.031141,0.092079,0.042838,0.035651,0.052366,0.122135,0.029824,0.034932,0
0.141757,0.098974,0.231027,0.007483,0.060007,0.328375,0.038658,0.050089,0.0188,0.024829,0
0.527333,0.120851,0.02119,0.041669,0.016585,0.035845,0.103448,0.065238,0.058189,0.009652,0
0.200733,0.052962,0.029299,0.322957,0.047601,0.010262,0.07503,0.198281,0.043138,0.019736,0
0.015961,0.181676,0.006619,0.332173,0.040778,0.033453,0.202559,0.076541,0.017175,0.093065,0
0.207482,0.100598,0.022796,0.069955,0.031599,0.010603,0.375354,0.093151,0.036628,0.051834,0
0.170235,0.049226,0.068622,0.408472,0.034848,0.00974,0.055506,0.096075,0.083287,0.023989,0
0.364173,0.02905,0.165173,0.025334,0.258012,0.060181,0.042592,0.025473,0.015507,0.014503,0
0.060649,0.210335,0.071178,0.145775,0.085167,0.065631,0.092855,0.160969,0.055397,0.052044,0
0.04768,0.074757,0.151151,0.033035,0.039886,0.046879,0.04571,0.017679,0.493399,0.049825,0
0.005167,0.024129,0.473621,0.032077,0.053001,0.0316,0.025999,0.023669,0.277919,0.052819,1
0.241616,0.101061,0.036622,0.036392,0.391309,0.033687,0.033247,0.034638,0.023573,0.067855,0
0.114648,0.062088,0.068132,0.181037,0.079742,0.045698,0.065499,0.207323,0.104161,0.071672,0
0.036958,0.194268,0.058097,0.210826,0.080728,0.06377,0.114603,0.104119,0.080938,0.055693,0
0.32445,0.00672,0.432085,0.017199,0,0.034399,0.033357,0.037024,0.058194,0.056573,0
0.094921,0.227762,0.038172,0.262929,0.049221,0.050471,0.119936,0.088005,0.039094,0.029488,0
0.263622,0.041757,0.245927,0.083793,0.082568,0.071239,0.050222,0.117943,0.008391,0.034538,0
0.012506,0.092699,0.16622,0.027337,0.060431,0.051113,0.119952,0.036186,0.0452,0.388356,0
0.009559,0.029632,0.051213,0.027984,0.692013,0.105195,0.016638,0.027569,0.025821,0.014377,0
0.088545,0.410851,0.06363,0.078287,0.047693,0.026945,0.119523,0.076967,0.052956,0.034601,0
0.072812,0.221087,0.053747,0.11004,0.104449,0.006619,0.218609,0.091004,0.095272,0.02636,0
0.044324,0.292124,0.175882,0.163435,0.029002,0.005899,0.060955,0.068035,0.124704,0.035641,0
0.148073,0.22215,0.05688,0.080208,0.182083,0.019929,0.127497,0.100416,0.04145,0.021316,0
0.018262,0.088634,0.198505,0.206009,0.058642,0.063117,0.080107,0.191109,0.074096,0.021519,1
0.013214,0.192893,0.062121,0.177076,0.081085,0.097707,0.15344,0.061656,0.09432,0.066487,0
0.132773,0.246347,0.085825,0.257303,0.036755,0.003668,0.079853,0.055088,0.089111,0.013277,0
0.401204,0.122035,0.031924,0.071192,0.077137,0.089451,0.044213,0.108297,0.024623,0.029925,0
0.036853,0.193471,0.021758,0.149048,0.022881,0.058234,0.076576,0.079046,0.319307,0.042826,0
0,0.074967,0.261058,0.020733,0.348506,0.101049,0.062471,0.044817,0.060128,0.026272,0
0.132498,0.27882,0.019712,0.116688,0.023931,0.004133,0.141858,0.156776,0.029472,0.096112,0
0.062338,0.220484,0.072659,0.26505,0.069079,0.07104,0.049942,0.063015,0.088456,0.037936,0
0.061479,0.18282,0.097723,0.053112,0.095381,0.026591,0.110312,0.244503,0.046347,0.081732,0
0.08719,0.079838,0.032261,0.097995,0.092309,0.103519,0.217513,0.104781,0.123397,0.061197,0
0.259216,0.273844,0.043926,0.120091,0.032807,0.046111,0.05684,0.087375,0.037443,0.042347,0
0.064205,0.177563,0.04956,0.148954,0.046034,0.116175,0.069497,0.153033,0.130161,0.044818,0
0.092626,0.274721,0.066795,0.198698,0.032341,0.05471,0.063452,0.088953,0.077344,0.05036,0
0.030096,0.306802,0.054646,0.174714,0.069603,0.036615,0.118816,0.083441,0.094523,0.030744,0
0.14479,0.159774,0.00303,0.164574,0.048996,0.119097,0.124904,0.118994,0.091484,0.024357,0
0.064354,0.283733,0.082063,0.176957,0.055037,0.055102,0.100532,0.081664,0.053291,0.047267,0
0.216054,0.282232,0.040738,0.041542,0.225296,0.013467,0.011379,0.049123,0.062749,0.057419,0
0.22947,0.183572,0.246913,0.060237,0.056928,0.031205,0.030774,0.085779,0.048088,0.027034,0
0.014473,0.22022,0.083717,0.060498,0.039523,0.015571,0.063647,0.030396,0.02345,0.448506,0
0.031563,0.165985,0.188372,0.084453,0.029982,0.044469,0.345051,0.050171,0.032683,0.027271,0
0.012639,0.039228,0.064615,0.032271,0.666698,0.098515,0.016227,0.027205,0.032199,0.010402,0
0.000963,0.069967,0.285358,0.037664,0.081882,0.104217,0.047276,0.080444,0.278965,0.013262,1
0.297581,0.106202,0.064229,0.090694,0.07999,0.061407,0.035983,0.068948,0.166671,0.028295,0
0.297888,0.134644,0.054517,0.162127,0.051381,0.018871,0.119396,0.089962,0.038459,0.032754,0
0.093034,0.124061,0.049733,0.057823,0.039626,0.100426,0.323717,0.171266,0.013019,0.027296,0
0.029001,0.225977,0.020075,0.240486,0.056712,0.056709,0.104307,0.126947,0.11377,0.026016,0
0.012907,0.205437,0.048087,0.203007,0.079538,0.122362,0.109667,0.087467,0.101402,0.030127,0
0.010248,0.139255,0.538988,0.074778,0.030691,0.008555,0.034987,0.021646,0.051008,0.089846,0
0.034488,0.220601,0.052338,0.187093,0.038914,0.094581,0.113463,0.10462,0.116616,0.037288,0
0.01988,0.083794,0.14579,0.070732,0.047547,0.048863,0.043753,0.028734,0.096651,0.414257,0
0.021067,0.213196,0.027218,0.207099,0.097342,0.020067,0.090573,0.168615,0.050576,0.104245,0
0.079456,0.221087,0.072878,0.202763,0.061389,0.028309,0.057138,0.108711,0.068115,0.100153,0
0.012748,0.050136,0.082044,0.046254,0.63948,0.075924,0.01398,0.029227,0.037278,0.012929,0
0,0.074967,0.261058,0.020733,0.348506,0.101049,0.062471,0.044817,0.060128,0.026272,0
0.057003,0.055555,0.014378,0.757032,0.010765,0.00867,0.022531,0.044222,0.020396,0.009449,0
0.044383,0.314414,0.038386,0.183602,0.045301,0.055821,0.063472,0.100132,0.086544,0.067945,0
0.458474,0.097274,0.009079,0.041824,0.03549,0.040239,0.019505,0.247861,0.036445,0.013809,0
0.151592,0.106982,0.096586,0.190174,0.029583,0.101776,0.110555,0.091799,0.111977,0.008978,0
0.004126,0.010689,0.042653,0.022839,0.140923,0.688631,0.017522,0.029543,0.034168,0.008906,0
0.326382,0.050796,0.077123,0.083316,0.061341,0.00874,0.203959,0.161084,0.016347,0.010911,0
0.00432,0.063792,0.567713,0.078244,0.038379,0.024745,0.032373,0.031368,0.128008,0.031059,1
0.279149,0.190901,0.028613,0.054678,0.044491,0,0.11515,0.158548,0.083122,0.045348,0
0.18198,0.189502,0.010707,0.014711,0.004697,0.182967,0.221691,0.15394,0.008446,0.031359,0
0.324063,0.111844,0.065791,0.083262,0.043188,0.076321,0.073281,0.123869,0.065066,0.033315,0
0.05897,0.18145,0.044347,0.189773,0.05489,0.040905,0.129788,0.066244,0.195564,0.03807,0
0.032797,0.467978,0.107325,0.110418,0.041434,0.032009,0.055467,0.056825,0.064486,0.03126,0
0.103086,0.196542,0.057414,0.064232,0.218552,0.014559,0.044113,0.239873,0.032581,0.029048,0
0.221457,0.06236,0.052862,0.130223,0.130649,0.019467,0.14574,0.153356,0.070673,0.013213,0
0,0.211178,0.005556,0.081377,0.057551,0.006993,0.064602,0.082818,0.366278,0.123648,0
0.012534,0.064231,0.068127,0.072067,0.49076,0.074678,0.061192,0.053238,0.054115,0.049058,0
0.010741,0.070659,0.57346,0.062349,0.077236,0.046823,0.041882,0.034336,0.061389,0.021125,1
0.170641,0.138352,0.031631,0.102035,0.089262,0.033887,0.056659,0.278124,0.035025,0.064384,0
0.005496,0.050332,0.587892,0.051968,0.054441,0.057426,0.029802,0.031977,0.097407,0.033258,1
0.024595,0.192981,0.171813,0.072164,0.019412,0.166588,0.037802,0.100467,0.11795,0.096228,0
0.04985,0.433809,0.117449,0.119597,0.05433,0.040466,0.049596,0.053467,0.060845,0.02059,0
0.055476,0.332209,0.065443,0.065134,0.33118,0.011462,0.029718,0.038,0.040842,0.030536,0
0.107256,0.114058,0.157682,0.020698,0.083203,0.231067,0.041555,0.164497,0.060445,0.01954,0
0.027097,0.0778,0.117102,0.041842,0.041024,0.038389,0.477936,0.043036,0.074688,0.061086,0
0.377798,0.048895,0.016338,0.056554,0.100329,0.021629,0.040392,0.272937,0.038218,0.02691,0
0.016735,0.049295,0.158419,0.085134,0.098167,0.0649,0.051956,0.078225,0.083123,0.314044,0
0.006848,0.261066,0.022517,0.345427,0.029037,0.136545,0.040588,0.014163,0.066265,0.077542,0
0.12531,0.182675,0.051641,0.166704,0.071546,0.03724,0.07585,0.090164,0.128143,0.070727,0
0.019216,0.117269,0.096069,0.101349,0.368639,0.062901,0.056966,0.049329,0.090445,0.037818,0
0.031317,0.225011,0.052296,0.135456,0.060359,0.027473,0.0641,0.062061,0.102928,0.238999,0
0.067349,0.080769,0.017906,0.026178,0.014212,0.004404,0.474449,0.055632,0.10198,0.157121,0
0.007087,0.052886,0.026822,0.029703,0.058422,0.012292,0.684523,0.015071,0.050177,0.063017,0
0.053448,0.310603,0.035951,0.204557,0.099456,0.043914,0.079395,0.070542,0.062152,0.039981,0
0.107263,0.109193,0.077426,0.201592,0.109133,0.111211,0.099805,0.157742,0.02399,0.002647,0
0.013868,0.190865,0.022639,0.357992,0.022269,0.338799,0.011541,0.015286,0.015121,0.01162,0
0.033554,0.195392,0.076755,0.14808,0.06956,0.060859,0.123278,0.10111,0.126691,0.06472,0
0.103527,0.238086,0.095408,0.185777,0.028304,0.061332,0.069944,0.101826,0.075891,0.039905,0
0.152945,0.131085,0.039773,0.113371,0.114745,0.124923,0.117298,0.08821,0.039119,0.078531,0
0.012748,0.050136,0.082044,0.046254,0.63948,0.075924,0.01398,0.029227,0.037278,0.012929,0
0.008759,0.03445,0.071635,0.060264,0.113176,0.019376,0.605374,0.05403,0.010572,0.022364,0
0.046747,0.253417,0.067386,0.168397,0.056478,0.057542,0.114564,0.12026,0.069315,0.045894,0
0.036302,0.105911,0.059646,0.098027,0.04482,0.045469,0.45916,0.054528,0.062071,0.034067,0
0.002193,0.275448,0.179507,0.020703,0.066394,0.042716,0.176387,0.049571,0.085803,0.101278,0
0,0.074967,0.261058,0.020733,0.348506,0.101049,0.062471,0.044817,0.060128,0.026272,0
0.032797,0.467978,0.107325,0.110418,0.041434,0.032009,0.055467,0.056825,0.064486,0.03126,0
0.02129,0.075595,0.516242,0.053922,0.066829,0.0507,0.024402,0.04101,0.119796,0.030215,1
0.143283,0.092761,0.117351,0.064874,0.052991,0.03781,0.070606,0.284323,0.100228,0.035773,0
0.006781,0.090845,0.449537,0.058328,0.038271,0.054147,0.05128,0.023458,0.178974,0.04838,1
0.128522,0.059755,0.080841,0.064658,0.092084,0.031475,0.18344,0.295961,0.039259,0.024005,0
0.397952,0.115513,0.131939,0.028292,0.003151,0,0.054854,0.189507,0.028451,0.050342,0
0.061938,0.060952,0.054142,0.096422,0.039564,0.016736,0.244569,0.360393,0.024132,0.041152,0
0.067598,0.18121,0.105562,0.127066,0.170725,0.054952,0.076468,0.122672,0.046605,0.047143,0
0.408224,0.059323,0.023936,0.057036,0.080838,0.025808,0.033714,0.251862,0.03934,0.019919,0
0.066638,0.345572,0.037578,0.173506,0.040352,0.052732,0.08524,0.074654,0.099249,0.024481,0
0.072747,0.284496,0.079264,0.201864,0.04475,0.04518,0.067426,0.083518,0.098422,0.022334,0
0.054371,0.096958,0.089818,0.043827,0.058982,0.01919,0.078708,0.041185,0.025954,0.491007,0
0.005419,0.202278,0.132568,0.089419,0.199314,0.034236,0.077888,0.130697,0.087624,0.040558,0
0.046963,0.131462,0.283178,0.168105,0.042748,0.042679,0.059715,0.14048,0.057748,0.026922,0
0.055703,0.290015,0.058056,0.202661,0.067427,0.034842,0.084604,0.083466,0.086286,0.036941,0
0,0.074967,0.261058,0.020733,0.348506,0.101049,0.062471,0.044817,0.060128,0.026272,0
0.075333,0.267382,0.06348,0.247626,0.043115,0.026261,0.081683,0.096873,0.069669,0.028578,0
0.096698,0.281832,0.072584,0.242043,0.047411,0.070496,0.03771,0.060526,0.067847,0.022853,0
0.178263,0.135435,0.070846,0.230943,0.06271,0.061564,0.018208,0.171306,0.04399,0.026734,0
0.08361,0.154618,0.046596,0.21766,0.142309,0.079465,0.06767,0.091267,0.055809,0.060996,0
0.121409,0.231274,0.072253,0.138769,0.058783,0.051294,0.108551,0.098502,0.082524,0.036642,0
0.018201,0.175429,0.080125,0.041526,0.033516,0.020343,0.038552,0.045468,0.031846,0.514995,0
0.05041,0.112728,0.064096,0.115684,0.046159,0.051022,0.246145,0.225339,0.038675,0.049743,0
0.089928,0.248294,0.031796,0.22606,0.05308,0.042974,0.141057,0.094444,0.05546,0.016906,0
0.058074,0.160227,0.036437,0.054003,0.336085,0.01196,0.090753,0.199973,0.030485,0.022003,0
0.007832,0.034919,0.046659,0.051085,0.173593,0.031372,0.562814,0.064767,0.010202,0.016757,0
0.212063,0.109755,0.016237,0.093673,0.141864,0.036835,0.054696,0.254571,0.053565,0.026743,0
0.004966,0.056944,0.273951,0.064234,0.023828,0.049458,0.031706,0.019155,0.458333,0.017426,1
0.266301,0.034465,0.011517,0.039863,0.070719,0.015246,0.028472,0.487511,0.026939,0.018968,0
0.144145,0.182544,0.03938,0.13317,0.042402,0.052469,0.049391,0.129238,0.196765,0.030496,0
0.490372,0.033783,0.011289,0.040438,0.069319,0.014944,0.027908,0.26695,0.026406,0.018593,0
0.421728,0.149012,0.045837,0.059884,0.037272,0.012745,0.064635,0.166717,0.027405,0.014766,0
0.059828,0.128146,0.146144,0.145729,0.065319,0.142977,0.078711,0.103137,0.072748,0.057261,0
0.061408,0.214704,0.144287,0.136965,0.074633,0.032017,0.082224,0.132191,0.069935,0.051635,0
0.104274,0.155766,0.064059,0.2512,0.080633,0.036096,0.074342,0.075096,0.113716,0.044818,0
0.44069,0.13087,0.02259,0.135166,0.04019,0.032723,0.047707,0.088828,0.0369,0.024336,0
0.055522,0.278821,0.051628,0.297975,0.035286,0.035002,0.057218,0.079251,0.075046,0.03425,0
0.035083,0.176128,0.049046,0.216247,0.037115,0.040672,0.069908,0.076187,0.062394,0.237222,0
0.03873,0.078293,0.137274,0.04013,0.040345,0.035349,0.042058,0.026888,0.502234,0.058699,0
0.048306,0.237631,0.126436,0.1931,0.054904,0.045065,0.07533,0.081461,0.0972,0.040567,0
0.036897,0.045325,0.444892,0.054232,0.097362,0.13006,0.031466,0.066995,0.057622,0.035148,0
0.004095,0.061976,0.522306,0.015482,0.06305,0.037221,0.120658,0.110316,0.007765,0.057131,0
0.094502,0.138991,0.095408,0.22298,0.068518,0.016864,0.118156,0.13047,0.092311,0.0218,0
0.242871,0.25539,0.019586,0.107548,0.044132,0.022242,0.039943,0.163068,0.083535,0.021684,0
0.044202,0.192549,0.052628,0.156984,0.133508,0.071763,0.082204,0.13414,0.071318,0.060705,0
0.012013,0.032622,0.0254,0.031255,0.040219,0.083734,0.710168,0.032548,0.013142,0.018899,0
0.032007,0.232981,0.090755,0.158355,0.084501,0.044039,0.086794,0.128639,0.109592,0.032338,0
0.057305,0.062418,0.135696,0.047365,0.021027,0.027424,0.033191,0.02456,0.576298,0.014715,1
0.199945,0.084326,0.101277,0.067074,0.264975,0.029324,0.051707,0.139651,0.041128,0.020594,0
0.064729,0.306455,0.060451,0.23163,0.034886,0.039784,0.061835,0.0889,0.074052,0.037277,0
0.04462,0.133558,0.064438,0.111097,0.052019,0.241893,0.147972,0.100733,0.073373,0.030297,0
0.050346,0.183859,0.099116,0.290748,0.043136,0.07054,0.062122,0.069433,0.0876,0.0431,0
0.012226,0.060573,0.682739,0.043208,0.044165,0.020228,0.026057,0.042205,0.04626,0.022338,1
0.020887,0.143588,0.004107,0.184438,0.015318,0.094996,0.039113,0.046089,0.444302,0.007161,0
0.015899,0.016685,0.137757,0.073821,0.015513,0.645954,0.011409,0.05332,0.019121,0.010521,0
0.200205,0.104829,0.147317,0.04373,0.038446,0.04599,0.126763,0.057421,0.147277,0.088022,0
0.026803,0.087036,0.074406,0.048105,0.096163,0.008358,0.097691,0.03423,0.413712,0.113496,0
0.05866,0.263534,0.063055,0.195793,0.040787,0.081312,0.098944,0.072484,0.075949,0.049482,0
0.210982,0.171235,0.106142,0.081418,0.073612,0.035424,0.063471,0.185813,0.039854,0.032048,0
0.093496,0.371137,0.019889,0.04329,0.069124,0.081949,0.165691,0.070685,0.078335,0.006404,0
